center_start: 2022-08-25T15:54:49.159658724
center_end: 2022-08-25T15:55:20.661926326
cbl_height: 1300
temp_p_mean_selection_cmh: 26.172255901162174
temp_vp_mean_selection_cmh: 28.355628048594614
spec_hum_mean_selection_cmh: 12.161215341557721
temp_p_mean_selection_sht: 25.920651966892798
temp_vp_mean_selection_sht: 28.191490987623048
spec_hum_mean_selection_sht: 12.665317930257837
temp_p_mean_selection_hyt: nan
temp_vp_mean_selection_hyt: nan
spec_hum_mean_selection_hyt: nan


datetime;w_selection [ms-1];dist_abs_selection [m];dist_rel_selection [m];temp_p_diff_selection_cmh [degc];temp_vp_diff_selection_cmh [degc];spec_hum_diff_selection_cmh [gkg-1];temp_p_diff_selection_sht [degc];temp_vp_diff_selection_sht [degc];spec_hum_diff_selection_sht [gkg-1]
2022-08-25 15:53:19.000;-0.4284146444910938;-3153.5623675132956;-6.7449638017882005;-0.12110654543013766;-0.1082477696002151;0.077480587606793;-0.09440439077756224;-0.09464222153335555;0.0027018870554815777
2022-08-25 15:53:19.020;-0.43012145645943867;-3152.9426175487897;-6.743638256075259;-0.12151899672923605;-0.10867392403236309;0.07742036863181134;-0.11526212019206383;-0.1159164512118096;0.001243599214365787
2022-08-25 15:53:19.040;-0.43184499415473093;-3152.323033139677;-6.742313064458734;-0.1219314470812094;-0.1091000774188764;0.077360150014119;-0.11226663900468026;-0.1130083259922472;0.0006215025680944564
2022-08-25 15:53:19.060;-0.4335857655965683;-3151.703614285958;-6.740988226938626;-0.12234389648588717;-0.10952622975958448;0.07729993175373018;-0.10927116626559297;-0.11010035876930857;-1.425444260405584e-06
2022-08-25 15:53:19.080;-0.4353442557317525;-3151.084360987632;-6.739663743514935;-0.12275634494355359;-0.10995238105488525;0.07723971385061823;-0.10627570197497249;-0.10719254959585811;-0.0006251850923177926
2022-08-25 15:53:19.100;-0.4370170464867832;-3150.4652732446993;-6.7383396141876615;-0.051609628528723306;-0.03832670334685773;0.07699570537419476;-0.13735603847792532;-0.14296057842566512;-0.02577939650867478
2022-08-25 15:53:19.120;-0.4388000728702008;-3149.84635105716;-6.737015838956805;-0.05202217373638973;-0.03028606231447739;0.12468664070239299;-0.10709994781277743;-0.10692093460497887;0.0056018558504593585
2022-08-25 15:53:19.140;-0.440629194068256;-3149.227587048881;-6.735692402046;-0.0626574275162568;-0.04100575633492909;0.12465236700573534;-0.0972893597926614;-0.0953765440199632;0.014976718524801313
2022-08-25 15:53:19.160;-0.44246289387235765;-3148.6089959721576;-6.73436933500804;-0.06306995673716642;-0.04143204376004306;0.1245919118219927;-0.10792418986503804;-0.10777352152715736;0.005477080608283558
2022-08-25 15:53:19.180;-0.4443163853515105;-3147.9905704508274;-6.733046622066497;-0.06348248501072362;-0.0418583301389539;0.12453145699699952;-0.07766826546495764;-0.07284744990281666;0.03056344348678408
