center_start: 2022-08-25T15:58:23.683587479
center_end: 2022-08-25T15:59:45.894325717
cbl_height: 1300
temp_p_mean_selection_cmh: 26.251076738720947
temp_vp_mean_selection_cmh: 28.439927405365413
spec_hum_mean_selection_cmh: 12.188864824983234
temp_p_mean_selection_sht: 25.99836611173487
temp_vp_mean_selection_sht: 28.2848864522367
spec_hum_mean_selection_sht: 12.75052542936859
temp_p_mean_selection_hyt: nan
temp_vp_mean_selection_hyt: nan
spec_hum_mean_selection_hyt: nan


datetime;w_selection [ms-1];dist_abs_selection [m];dist_rel_selection [m];temp_p_diff_selection_cmh [degc];temp_vp_diff_selection_cmh [degc];spec_hum_diff_selection_cmh [gkg-1];temp_p_diff_selection_sht [degc];temp_vp_diff_selection_sht [degc];spec_hum_diff_selection_sht [gkg-1]
2022-08-25 15:56:59.000;-0.8247475906369668;-3747.7616187585954;-3.090018076970443;-0.1573742954024695;0.0025431649092659825;0.909106512523131;-0.2804958812610643;-0.3152731115639362;-0.18442688192968149
2022-08-25 15:56:59.020;-0.822652388834368;-3747.1882087498816;-3.0895453021590535;-0.15757967385781768;0.0023304872782112795;0.90907438251317;-0.2705433813706044;-0.30366180094521766;-0.17547731758985918
2022-08-25 15:56:59.040;-0.820604104519518;-3746.614533185857;-3.0890723083981166;-0.15778505207840254;0.0021178099079541823;0.9090422525983275;-0.2605908951884466;-0.292049400707338;-0.16652195607538722
2022-08-25 15:56:59.060;-0.8185712766682383;-3746.0405920665507;-3.088599095687656;-0.13767521714431297;0.022370656444390846;0.9089584749214659;-0.2607960291745748;-0.29333562498934995;-0.17262194294273314
2022-08-25 15:56:59.080;-0.8166142910007319;-3745.4663853919337;-3.0881256640276478;-0.1378806088379818;0.022157965186320183;0.9089263453261882;-0.2559223631818135;-0.28790404267361325;-0.16967715413797713
2022-08-25 15:56:59.100;-0.8147014916875146;-3744.891913162006;-3.0876520134180923;-0.13808600029688733;0.0219452741892745;0.9088942158260398;-0.2510487039259637;-0.2824723644009559;-0.16673186369234827
2022-08-25 15:56:59.120;-0.812831799853393;-3744.3171753767965;-3.087178143859013;-0.1382913915209727;0.021732583453083265;0.9088620864210082;-0.24109625863417605;-0.26863111524833627;-0.14518319426247395
2022-08-25 15:56:59.140;-0.8110584254503068;-3743.742165181684;-3.086704049698796;-0.179127096807413;-0.014935523539438833;0.934220454198945;-0.28193171992211674;-0.31583847183564373;-0.17944686070542382
2022-08-25 15:56:59.160;-0.8092713314106028;-3743.166896285853;-3.0862297422406213;-0.17933245967629574;-0.015148198927054324;0.9341882614136701;-0.25166412398391813;-0.28126636450376097;-0.15641379301344394
2022-08-25 15:56:59.180;-0.8075236251287097;-3742.5913618347404;-3.085755215832924;-0.1795378223103583;-0.015360874053701679;0.9341560687237198;-0.25186926353410755;-0.28209265921706717;-0.15991487015905825
