center_start: 2022-08-25T15:51:15.216531506
center_end: 2022-08-25T15:52:01.756300483
cbl_height: 1300
temp_p_mean_selection_cmh: 26.342556196579345
temp_vp_mean_selection_cmh: 28.49567861656145
spec_hum_mean_selection_cmh: 11.983812727103189
temp_p_mean_selection_sht: 26.135986081387678
temp_vp_mean_selection_sht: 28.36327879095761
spec_hum_mean_selection_sht: 12.410358775092686
temp_p_mean_selection_hyt: nan
temp_vp_mean_selection_hyt: nan
spec_hum_mean_selection_hyt: nan


datetime;w_selection [ms-1];dist_abs_selection [m];dist_rel_selection [m];temp_p_diff_selection_cmh [degc];temp_vp_diff_selection_cmh [degc];spec_hum_diff_selection_cmh [gkg-1];temp_p_diff_selection_sht [degc];temp_vp_diff_selection_sht [degc];spec_hum_diff_selection_sht [gkg-1]
2022-08-25 15:50:08.000;0.5171039858650648;-2782.3344508566515;-3.914715980513182;-0.11695817763554572;-0.06966618590904261;0.2712490317699956;-0.07466014201805393;-0.06821127005746419;0.039542485090594326
2022-08-25 15:50:08.020;0.5196288314871627;-2781.735022539433;-3.9138725910307044;-0.16870701054934756;-0.12178375596748481;0.27131453852459764;-0.04940631698355702;-0.038799861102791766;0.061938275615904814
2022-08-25 15:50:08.040;0.5221529888260377;-2781.1355142222747;-3.9130290889891337;-0.220455700571641;-0.17390126081879487;0.2713796239078867;-0.02415256196565707;-0.009381523931370594;0.08437076739178728
2022-08-25 15:50:08.060;0.5247482497758025;-2780.5359259052057;-3.9121854743885107;-0.22086943574347373;-0.17432876018595778;0.27131914883128516;-0.04510020772739409;-0.0335254340047193;0.0672204620719814
2022-08-25 15:50:08.080;0.5273422043294513;-2779.936257588197;-3.9113417472287946;-0.22128316996244024;-0.1747562585010627;0.2712586741145273;-0.0660477957612855;-0.05766515367405489;0.05009165445300923
2022-08-25 15:50:08.100;0.5299921592130219;-2779.3365092712775;-3.910497907510026;-0.18062916721108735;-0.13383197984869355;0.2710977867638338;-0.05619452405432668;-0.04476084379910006;0.0668926779691823
2022-08-25 15:50:08.120;0.5325823724574597;-2778.7366809544183;-3.9096539552321645;-0.1810429562991871;-0.1342595346113029;0.271037313271858;-0.05147473968748528;-0.04013268850876628;0.06617637442798419
2022-08-25 15:50:08.140;0.53517008418323;-2778.136765486168;-3.908809880333191;-0.18145674443425008;-0.13468708832168375;0.27097684013974543;-0.0467549685615225;-0.03550486347136328;0.06545830624532023
2022-08-25 15:50:08.160;0.5377627240714651;-2777.5367771694873;-3.9079657029372252;-0.18187053161639;-0.1294577061734543;0.30281629746515293;-0.08823622208161197;-0.08254765146499565;0.03582390510363176
2022-08-25 15:50:08.180;0.5403872807785743;-2776.936708852867;-3.9071214129821663;-0.15148368615623298;-0.09887104296710447;0.3026804373917642;-0.06298265910664469;-0.05233278864004731;0.06275621495107764
2022-08-25 15:50:08.200;0.5429646112629637;-2776.336560536336;-3.9062770104680546;-0.15189751401330653;-0.09929867303689832;0.30261980525636467;-0.04542931342428602;-0.03224533952935715;0.07631469005401925
2022-08-25 15:50:08.220;0.5455374299875133;-2775.7363322198653;-3.9054324953948503;-0.15231134091722964;-0.09972630205417943;0.3025591734817805;-0.027876016466628073;-0.012155374105748962;0.08988641328220126
2022-08-25 15:50:08.240;0.5481051702386626;-2775.136023903484;-3.9045878677625936;-0.1527251668680023;-0.10015393001877726;0.30249854206803306;-0.0590902328166365;-0.049365265553195314;0.05737281192583943
2022-08-25 15:50:08.260;0.5506239820136833;-2774.5356355871627;-3.9037431275712438;-0.1839394532327887;-0.13159563167543809;0.30251313670015634;-0.0697707221418753;-0.06057506912303623;0.054836448727753506
2022-08-25 15:50:08.280;0.5531797797724556;-2773.935167270931;-3.9028982748208416;-0.18435323469710596;-0.13202321361852398;0.3024525056296188;-0.0855845852585233;-0.07865060714032168;0.0427402587043062
2022-08-25 15:50:08.300;0.5557286766338414;-2773.334618954759;-3.9020533095113463;-0.18476701520855698;-0.13245079450926767;0.30239187491989306;-0.1013984048423211;-0.09672403805824459;0.03065472264494673
2022-08-25 15:50:08.320;0.558270031754037;-2772.733990638677;-3.901208231642799;-0.18518079476697125;-0.1328783743476123;0.30233124457098093;-0.101812014080231;-0.09715161456516697;0.030593313361533703
2022-08-25 15:50:08.340;0.560842503228347;-2772.133282322655;-3.9003630412151584;-0.1547942823263142;-0.10512226768189237;0.2862367901458178;-0.030358276591194056;-0.01687353599117003;0.07737507293297163
